subject_id	subject	target	target title	AHA review 2 after Comments from AM
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/605106052	Thoracic intervertebral disc or space T6-T7	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/851673842	Thoracic intervertebral disc or space T1-T2	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/377972468	Thoracic intervertebral disc or space T2-T3	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/571022152	Thoracic intervertebral disc or space T3-T4	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/39311628	Thoracic intervertebral disc or space T4-T5	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/1796859671	Thoracic intervertebral disc or space T5-T6	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/1514556877	Thoracic intervertebral disc or space T7-T8	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/1858613369	Thoracic intervertebral disc or space T8-T9	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/1318515253	Thoracic intervertebral disc or space T9-T10	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/1950594269	Thoracic intervertebral disc or space T10-T11	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/994802762	Thoracic intervertebral disc or space T11-T12	br
http://id.who.int/icd/entity/191269176	Thoracic intervertebral disc	http://id.who.int/icd/entity/808756694	Thoracic discs or space	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/318130866	Cervical intervertebral disc or space C1-C2	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/765055292	Cervical intervertebral disc or space C2-C3	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/598335592	Cervical intervertebral disc or space C3-C4	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/2114591943	nan	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/2020710149	Cervical intervertebral disc or space C5-C6	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/2007176601	Cervical intervertebral disc or space C6-C7	br
http://id.who.int/icd/entity/287422434	Cervical intervertebral disc	http://id.who.int/icd/entity/793228530	Cervical discs or space	eq
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/2053473583	Interossei of the hand muscle	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/1549129368	Extensor digitorum muscle (hand)	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/140558313	Abductor digiti minimi muscle (hand)	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/1697479640	Extensor digiti minimi muscle (hand)	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/640710249	Opponens digiti minimi muscle (hand)	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/524868393	Flexor digiti minimi brevis muscle (hand)	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/1139361833	Opponens pollicis muscle	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/823661225	Abductor pollicis brevis muscle	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/1493197457	Lumbricals of hand muscle	br
http://id.who.int/icd/entity/435683285	Muscle of hand	http://id.who.int/icd/entity/720361080	Muscles of the upper extremity	na
http://id.who.int/icd/entity/279449124	Lumbar intervertebral disc	http://id.who.int/icd/entity/1541846755	Lumbar intervertebral disc or space L1-L2	br
http://id.who.int/icd/entity/279449124	Lumbar intervertebral disc	http://id.who.int/icd/entity/351174262	Lumbar intervertebral disc or space L2-L3	br
http://id.who.int/icd/entity/279449124	Lumbar intervertebral disc	http://id.who.int/icd/entity/28801104	Lumbar intervertebral disc or space L3-L4	br
http://id.who.int/icd/entity/279449124	Lumbar intervertebral disc	http://id.who.int/icd/entity/447055896	Lumbar intervertebral disc or space L4-L5	br
http://id.who.int/icd/entity/279449124	Lumbar intervertebral disc	http://id.who.int/icd/entity/521115724	Thoracolumbar intervertebral disc or space T12-L1	br
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/1145302967	Bones of the pelvis	eq
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/1399556983	Pelvis	eq
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/264902775	Ilium	br
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/417496247	Ischium	br
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/1779639863	Pubis	br
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/1375258212	Acetabulum	br
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/563794423	Sacrum	br
http://id.who.int/icd/entity/1380098430	Bone of pelvic region	http://id.who.int/icd/entity/541642128	Coccyx	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/1091984320	Bones of the shoulder girdle	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/1020159779	Ligament of the shoulder	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/1748499538	Glenohumeral joint	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/965535960	Deltoid muscle	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/900147329	Infraspinatus muscle	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/579816513	Supraspinatus muscle	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/1752238488	Serratus anterior muscle	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/1625682921	Levator scapulae muscle	br
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/2127070735	Shoulder	na
http://id.who.int/icd/entity/679548897	Musculoskeletal structures of shoulder	http://id.who.int/icd/entity/40907641	Musculoskeletal system	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/805764304	Bones of the lower extremity	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/106050921	Lower leg	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/520825881	Tibia	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/85354215	Fibula	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/1491791024	Tarsal bone	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/325262192	Metatarsal bone	na
http://id.who.int/icd/entity/486127843	Bone of lower leg	http://id.who.int/icd/entity/72056752	Phalanx of the foot	na
http://id.who.int/icd/entity/1293480628	Musculoskeletal structures of upper arm	http://id.who.int/icd/entity/672187873	Bones of the upper extremity	br
http://id.who.int/icd/entity/1293480628	Musculoskeletal structures of upper arm	http://id.who.int/icd/entity/223741850	Joints of the upper extremity	br
http://id.who.int/icd/entity/1293480628	Musculoskeletal structures of upper arm	http://id.who.int/icd/entity/720361080	Muscles of the upper extremity	br
http://id.who.int/icd/entity/1293480628	Musculoskeletal structures of upper arm	http://id.who.int/icd/entity/1477031686	Tendons of the upper extremity	br
http://id.who.int/icd/entity/1293480628	Musculoskeletal structures of upper arm	http://id.who.int/icd/entity/986233688	Upper Extremity	br
http://id.who.int/icd/entity/1293480628	Musculoskeletal structures of upper arm	http://id.who.int/icd/entity/131834102	Ligaments of the upper extremity	br
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/2038724831	Carpal bones	br
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/255752241	Radius	br
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/2110726833	Shaft of the ulna	br
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/623242207	Phalanx of the hand	overlap
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/223134782	Ulnar nerve	NO
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/1895435407	Ulna	br
http://id.who.int/icd/entity/1660926058	Bone of forearm	http://id.who.int/icd/entity/759525864	Humerus	NO
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/1617949731	Tendons	na
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/750306363	Lumbrical of foot tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/48762299	Dorsal interossei of foot tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/999334139	Plantar interossei of foot tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/1873136010	Abductor digiti minimi (foot) tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/689508470	Extensor digitorum brevis (foot) tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/1043428534	Extensor digitorum longus (foot) tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/1796928418	Flexor digitorum longus (foot) tendon	br
http://id.who.int/icd/entity/411604131	Tendon of foot or toe	http://id.who.int/icd/entity/434874658	Flexor digiti minimi brevis (foot) tendon	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/1448567552	Muscles	na
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/1161059760	Lumbricals of foot muscle	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/1536568696	Interossei - dorsal of foot muscle	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/1287539128	Interossei - plantar of foot muscle	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/289588207	Abductor digiti minimi muscle (foot)	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/1960315551	Extensor digitorum brevis muscle (foot)	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/1302374367	Extensor digitorum longus muscle (foot)	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/103370783	Flexor digitorum longus muscle (foot)	br
http://id.who.int/icd/entity/2034835288	Muscle of foot or toe	http://id.who.int/icd/entity/679057823	Flexor digiti minimi brevis muscle (foot)	br
http://id.who.int/icd/entity/1562300796	Bone of hand or fingers	http://id.who.int/icd/entity/1348651907	"Bone of finger, not elsewhere classified"	br
http://id.who.int/icd/entity/1562300796	Bone of hand or fingers	http://id.who.int/icd/entity/2038724831	Carpal bones	br
http://id.who.int/icd/entity/1562300796	Bone of hand or fingers	http://id.who.int/icd/entity/822750113	Fingers and thumb	br
http://id.who.int/icd/entity/1562300796	Bone of hand or fingers	http://id.who.int/icd/entity/623242207	Phalanx of the hand	br
http://id.who.int/icd/entity/1562300796	Bone of hand or fingers	http://id.who.int/icd/entity/1060675873	Metacarpal bone	br
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/1922573088	Muscles of the head and neck	br
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/1126217939	Tendons of the head and neck	br
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/864772028	Joints and ligaments of the head and neck	br
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/2037389465	Bones of the head	br
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/40907641	Musculoskeletal system	na
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/439298507	Ligaments of the head and neck	br
http://id.who.int/icd/entity/189778902	Musculoskeletal structures of head or neck	http://id.who.int/icd/entity/657365008	Bones	overlap
http://id.who.int/icd/entity/1303144676	Bone of foot or toe	nan	nan	br
http://id.who.int/icd/entity/1303144676	Bone of foot or toe	http://id.who.int/icd/entity/1491791024	Tarsal bone	br
http://id.who.int/icd/entity/1303144676	Bone of foot or toe	http://id.who.int/icd/entity/325262192	Metatarsal bone	br
http://id.who.int/icd/entity/1303144676	Bone of foot or toe	http://id.who.int/icd/entity/72056752	Phalanx of the foot	br
http://id.who.int/icd/entity/1303144676	Bone of foot or toe	http://id.who.int/icd/entity/710426882	Calcaneus	br
http://id.who.int/icd/entity/1303144676	Bone of foot or toe	http://id.who.int/icd/entity/2137029069	Bone of ankle	br
http://id.who.int/icd/entity/1278640768	"Eyelid, lacrimal system, orbit"	http://id.who.int/icd/entity/1142633691	Eyelids	br
http://id.who.int/icd/entity/1278640768	"Eyelid, lacrimal system, orbit"	http://id.who.int/icd/entity/822296309	Orbit	br
http://id.who.int/icd/entity/1278640768	"Eyelid, lacrimal system, orbit"	http://id.who.int/icd/entity/28784496	Lacrimal apparatus	br
http://id.who.int/icd/entity/1278640768	"Eyelid, lacrimal system, orbit"	http://id.who.int/icd/entity/1912153731	Eyelid and ocular surface​	br
http://id.who.int/icd/entity/1278640768	"Eyelid, lacrimal system, orbit"	http://id.who.int/icd/entity/629756149	Lacrimal gland	br
http://id.who.int/icd/entity/1609712491	Skin and subcutaneous cell tissue of head or neck	http://id.who.int/icd/entity/463851894	Skin of neck	br
http://id.who.int/icd/entity/1609712491	Skin and subcutaneous cell tissue of head or neck	http://id.who.int/icd/entity/1970791419	Skin of head	br
http://id.who.int/icd/entity/1609712491	Skin and subcutaneous cell tissue of head or neck	http://id.who.int/icd/entity/586230733	Hypodermis	br
http://id.who.int/icd/entity/1609712491	Skin and subcutaneous cell tissue of head or neck	http://id.who.int/icd/entity/979078546	Subcutaneous fat	br
http://id.who.int/icd/entity/1154085341	Musculoskeletal structures of trunk	http://id.who.int/icd/entity/128614976	Bones of the thorax	br
http://id.who.int/icd/entity/1154085341	Musculoskeletal structures of trunk	http://id.who.int/icd/entity/1359586520	Muscle of the thorax	br
http://id.who.int/icd/entity/1154085341	Musculoskeletal structures of trunk	http://id.who.int/icd/entity/955996865	Muscle of the abdomen	br
http://id.who.int/icd/entity/1154085341	Musculoskeletal structures of trunk	http://id.who.int/icd/entity/507472176	Muscle of the back	br
http://id.who.int/icd/entity/1154085341	Musculoskeletal structures of trunk	http://id.who.int/icd/entity/947150833	Trunk	na
http://id.who.int/icd/entity/1154085341	Musculoskeletal structures of trunk	http://id.who.int/icd/entity/40907641	Musculoskeletal system	na
http://id.who.int/icd/entity/1477482058	Knee meniscus	http://id.who.int/icd/entity/223992584	Lateral meniscus of knee joint	br
http://id.who.int/icd/entity/1477482058	Knee meniscus	http://id.who.int/icd/entity/970434236	Medial meniscus of knee joint	br
http://id.who.int/icd/entity/1735522282	Brain and cranial nerves	http://id.who.int/icd/entity/2108063439	Cranial Nerve	br
http://id.who.int/icd/entity/1735522282	Brain and cranial nerves	http://id.who.int/icd/entity/1048482858	Brain	br
http://id.who.int/icd/entity/2089288972	"Placenta, amnion, cord"	http://id.who.int/icd/entity/1719538598	Placenta	br
http://id.who.int/icd/entity/2089288972	"Placenta, amnion, cord"	http://id.who.int/icd/entity/1901492070	Amnion	br
http://id.who.int/icd/entity/2089288972	"Placenta, amnion, cord"	http://id.who.int/icd/entity/1483073922	Umbilical cord	br
http://id.who.int/icd/entity/1467387520	Joint of hand or fingers	http://id.who.int/icd/entity/1676501535	Joints of the hand	eq
http://id.who.int/icd/entity/1467387520	Joint of hand or fingers	http://id.who.int/icd/entity/951955211	Interphalangeal joint of the hand	br
http://id.who.int/icd/entity/1467387520	Joint of hand or fingers	nan	nan	br
http://id.who.int/icd/entity/1467387520	Joint of hand or fingers	http://id.who.int/icd/entity/798346187	Proximal interphalangeal joint of finger	br
http://id.who.int/icd/entity/1467387520	Joint of hand or fingers	http://id.who.int/icd/entity/384657035	Distal interphalangeal joint of finger	br
http://id.who.int/icd/entity/421661691	Vessels of lower limb	http://id.who.int/icd/entity/1508677205	Artery of lower extremity	br
http://id.who.int/icd/entity/421661691	Vessels of lower limb	http://id.who.int/icd/entity/1381503063	Vein of lower extremity	br
http://id.who.int/icd/entity/421661691	Vessels of lower limb	http://id.who.int/icd/entity/276642106	Lymphatic system of the lower extremity	overlap
http://id.who.int/icd/entity/1446219072	Tendon of trunk	http://id.who.int/icd/entity/687054421	Tendons of the thorax	br
http://id.who.int/icd/entity/1446219072	Tendon of trunk	http://id.who.int/icd/entity/1234541117	Tendons of the abdomen	br
http://id.who.int/icd/entity/1446219072	Tendon of trunk	http://id.who.int/icd/entity/1170102886	Tendons of the back	br
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/40907641	Musculoskeletal system	na
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/720361080	Muscles of the upper extremity	NO
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/672187873	Bones of the upper extremity	NO
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/223741850	Joints of the upper extremity	NO
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/131834102	Ligaments of the upper extremity	NO
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/1477031686	Tendons of the upper extremity	NO
http://id.who.int/icd/entity/1405819072	"Musculoskeletal structures of upper limb, not elsewhere classified"	http://id.who.int/icd/entity/1753246500	Joints and ligaments of the upper extremity	NO
http://id.who.int/icd/entity/1924911940	Musculoskeletal structures of pelvic region	http://id.who.int/icd/entity/1520433389	Pelvic floor	br
http://id.who.int/icd/entity/1924911940	Musculoskeletal structures of pelvic region	http://id.who.int/icd/entity/1303878701	Pelvic wall	br
http://id.who.int/icd/entity/1924911940	Musculoskeletal structures of pelvic region	http://id.who.int/icd/entity/107652911	Muscles of the pelvis and perineum	br
http://id.who.int/icd/entity/1924911940	Musculoskeletal structures of pelvic region	http://id.who.int/icd/entity/1089203821	Tendons of the pelvis and perineum	br
http://id.who.int/icd/entity/1924911940	Musculoskeletal structures of pelvic region	http://id.who.int/icd/entity/625587547	Joints and ligaments of the pelvis and perineum	br
http://id.who.int/icd/entity/1924911940	Musculoskeletal structures of pelvic region	http://id.who.int/icd/entity/40907641	Musculoskeletal system	na
http://id.who.int/icd/entity/1302727828	Vessels of upper limb	http://id.who.int/icd/entity/1316314647	Artery of upper extremity	br
http://id.who.int/icd/entity/1302727828	Vessels of upper limb	http://id.who.int/icd/entity/1725328867	Vein of upper extremity	br
http://id.who.int/icd/entity/1302727828	Vessels of upper limb	http://id.who.int/icd/entity/465545679	Lymphatic system of the upper extremity	overlap
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/965535960	Deltoid muscle	br
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/900147329	Infraspinatus muscle	br
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/579816513	Supraspinatus muscle	br
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/1752238488	Serratus anterior muscle	br
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/1625682921	Levator scapulae muscle	br
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/720361080	Muscles of the upper extremity	na
http://id.who.int/icd/entity/760266895	Muscle of shoulder region	http://id.who.int/icd/entity/1448567552	Muscles	na
http://id.who.int/icd/entity/937503971	Ligament or fascia of thigh	http://id.who.int/icd/entity/238202718	Thigh	na
http://id.who.int/icd/entity/937503971	Ligament or fascia of thigh	http://id.who.int/icd/entity/461235915	Joints and ligaments	na
http://id.who.int/icd/entity/937503971	Ligament or fascia of thigh	http://id.who.int/icd/entity/391521938	Ligament of the knee	na
http://id.who.int/icd/entity/937503971	Ligament or fascia of thigh	http://id.who.int/icd/entity/1921980626	Ligament of the hip	na
http://id.who.int/icd/entity/937503971	Ligament or fascia of thigh	http://id.who.int/icd/entity/1258542550	Fascia	na
http://id.who.int/icd/entity/860252691	"Endocardium, pericardium, myocardium"	http://id.who.int/icd/entity/1350243387	Endocardium	br
http://id.who.int/icd/entity/860252691	"Endocardium, pericardium, myocardium"	http://id.who.int/icd/entity/1266200740	Pericardium	br
http://id.who.int/icd/entity/860252691	"Endocardium, pericardium, myocardium"	http://id.who.int/icd/entity/2134193116	Myocardium	br
http://id.who.int/icd/entity/860252691	"Endocardium, pericardium, myocardium"	http://id.who.int/icd/entity/1770830923	Cardiac muscle	br
http://id.who.int/icd/entity/470772309	Muscle of trunk	http://id.who.int/icd/entity/1359586520	Muscle of the thorax	br
http://id.who.int/icd/entity/470772309	Muscle of trunk	http://id.who.int/icd/entity/955996865	Muscle of the abdomen	br
http://id.who.int/icd/entity/470772309	Muscle of trunk	http://id.who.int/icd/entity/507472176	Muscle of the back	br
http://id.who.int/icd/entity/1577074073	Skull	http://id.who.int/icd/entity/703099594	Cranial Bones	br
http://id.who.int/icd/entity/1577074073	Skull	http://id.who.int/icd/entity/618487030	Calvarium	br
http://id.who.int/icd/entity/1577074073	Skull	http://id.who.int/icd/entity/1757281176	Facial bones	br
http://id.who.int/icd/entity/1480717454	Muscle of upper arm	http://id.who.int/icd/entity/720361080	Muscles of the upper extremity	na
http://id.who.int/icd/entity/144547149	Bone of upper arm	http://id.who.int/icd/entity/672187873	Bones of the upper extremity	eq
